date,index_level,divisor,notes
2025-02-04,1760.838813537444,1000.0,
2025-02-05,1702.7308715660247,1000.0,
2025-02-06,1676.08315401263,1000.0,
2025-02-07,1676.9947841779258,1000.0,
2025-02-08,1675.6591908907774,1000.0,
2025-02-09,1675.655395874086,1000.0,
2025-02-10,1675.4877757141371,1000.0,
2025-02-11,1690.2628793110794,1000.0,
2025-02-12,1661.4554452128555,1000.0,
2025-02-13,1697.8327412221781,1000.0,
2025-02-14,1675.71485659302,1000.0,
2025-02-15,1691.79869117877,1000.0,
2025-02-16,1693.2125114655857,1000.0,
2025-02-17,1668.5596020692633,1000.0,
2025-02-18,1662.0833045450377,1000.0,
2025-02-19,1657.2196206863807,1000.0,
2025-02-20,1675.5969817937098,1000.0,
2025-02-21,1707.3448764821933,1000.0,
2025-02-22,1668.3132984124586,1000.0,
2025-02-23,1675.7580701292661,1000.0,
2025-02-24,1671.65057347684,1000.0,
2025-02-25,1586.084101542503,1000.0,
2025-02-26,1540.252675073627,1000.0,
2025-02-27,1455.9884667940446,1000.0,
2025-02-28,1470.0282339367377,1000.0,
2025-03-01,1465.3905342896476,1000.0,
2025-03-02,1492.5207349678724,1000.0,
2025-03-03,1635.7987682278401,1000.0,
2025-03-04,1494.5937870820303,1000.0,
2025-03-05,1515.177012709161,1000.0,
2025-03-06,1572.327964194313,1000.0,
2025-03-07,1561.8691550678263,1000.0,
2025-03-08,1505.8498603724406,1000.0,
2025-03-09,1494.9108272064518,1000.0,
2025-03-10,1401.341667000618,1000.0,
2025-03-11,1367.2032380363576,1000.0,
2025-03-12,1436.8817778294,1000.0,
2025-03-13,1455.7130757693885,1000.0,
2025-03-14,1407.376663095845,1000.0,
2025-03-15,1457.230900404916,1000.0,
2025-03-16,1464.519192378764,1000.0,
2025-03-17,1433.6107449860112,1000.0,
2025-03-18,1459.0297367452715,1000.0,
2025-03-19,1436.5507093724862,1000.0,
2025-03-20,1506.5805455199588,1000.0,
2025-03-21,1462.422028913486,1000.0,
2025-03-22,1457.8872875176332,1000.0,
2025-03-23,1454.1349661093082,1000.0,
2025-03-24,1488.745458398813,1000.0,
2025-03-25,1515.4707156522347,1000.0,
2025-03-26,1518.8174752864975,1000.0,
2025-03-27,1509.1040434745776,1000.0,
2025-03-28,1513.7273824173878,1000.0,
2025-03-29,1463.9600220513457,1000.0,
2025-03-30,1434.8004377865598,1000.0,
2025-03-31,1429.198769458152,1000.0,
2025-04-01,1431.9356863565501,1000.0,
2025-04-02,1479.1987417662879,1000.0,
2025-04-03,1432.1496330463285,1000.0,
2025-04-04,1443.2138360039498,1000.0,
2025-04-05,1455.1536206155743,1000.0,
2025-04-06,1450.7089199154773,1000.0,
2025-04-07,1357.268915703047,1000.0,
2025-04-08,1374.0641046589644,1000.0,
2025-04-09,1324.602180649221,1000.0,
2025-04-10,1433.8112301933675,1000.0,
2025-04-11,1381.3017813907818,1000.0,
2025-04-12,1447.9913563711073,1000.0,
2025-04-13,1480.3702933611778,1000.0,
2025-04-14,1450.7945541115816,1000.0,
2025-04-15,1466.8057612579473,1000.0,
2025-04-16,1451.7606833586206,1000.0,
2025-04-17,1459.5575331380521,1000.0,
2025-04-18,1473.8766855352897,1000.0,
2025-04-19,1465.249082313482,1000.0,
2025-04-20,1477.2737651794914,1000.0,
2025-04-21,1476.34538734662,1000.0,
2025-04-22,1517.6280970378316,1000.0,
2025-04-23,1623.905025075078,1000.0,
2025-04-24,1624.4132567280149,1000.0,
2025-04-25,1629.0530104644065,1000.0,
2025-04-26,1644.6766264945566,1000.0,
2025-04-27,1642.4371902712683,1000.0,
2025-04-28,1627.9514515518572,1000.0,
2025-04-29,1649.1451417898788,1000.0,
2025-04-30,1635.7089898771687,1000.0,
2025-05-01,1635.3513941731928,1000.0,
2025-05-02,1673.37696963382,1000.0,
2025-05-03,1680.815219465124,1000.0,
2025-05-04,1664.6293057531525,1000.0,
2025-05-05,1636.9282878233328,1000.0,
2025-05-06,1644.4286698139113,1000.0,
2025-05-07,1680.7972383578322,1000.0,
2025-05-08,1683.7814341567357,1000.0,
2025-05-09,1788.7683285120156,1000.0,
2025-05-10,1786.7945887701007,1000.0,
2025-05-11,1815.7466601037497,1000.0,
2025-05-12,1804.6954332752412,1000.0,
2025-05-13,1785.307191371695,1000.0,
2025-05-14,1808.0001021861287,1000.0,
2025-05-15,1797.7602197559308,1000.0,
2025-05-16,1799.745942581011,1000.0,
2025-05-17,1797.093992085202,1000.0,
2025-05-18,1791.1299990251116,1000.0,
2025-05-19,1840.0378313832855,1000.0,
2025-05-20,1833.0750944626627,1000.0,
2025-05-21,1853.1587558671336,1000.0,
2025-05-22,1903.122931810141,1000.0,
2025-05-23,1935.9996481607188,1000.0,
2025-05-24,1860.6200116504665,1000.0,
2025-05-25,1871.2873282078588,1000.0,
2025-05-26,1889.169525566555,1000.0,
2025-05-27,1898.1224498125957,1000.0,
2025-05-28,1892.7556353714679,1000.0,
2025-05-29,1871.4056911824634,1000.0,
2025-05-30,1835.088152798323,1000.0,
2025-05-31,1804.9879832257957,1000.0,
2025-06-01,1816.7293751347322,1000.0,
2025-06-02,1834.47364207476,1000.0,
2025-06-03,1837.505993237459,1000.0,
2025-06-04,1829.6921671126722,1000.0,
2025-06-05,1818.9057328565045,1000.0,
2025-06-06,1764.0298029271034,1000.0,
2025-06-07,1811.9092139183026,1000.0,
2025-06-08,1833.9781672050397,1000.0,
2025-06-09,1834.165463514092,1000.0,
2025-06-10,1913.4608026753506,1000.0,
2025-06-11,1912.6132009597275,1000.0,
2025-06-12,1886.0140039902053,1000.0,
2025-06-13,1839.1456941653933,1000.0,
2025-06-14,1840.2968672563318,1000.0,
2025-06-15,1830.5325900071775,1000.0,
2025-06-16,1831.7749111466521,1000.0,
2025-06-17,1856.0143646034112,1000.0,
2025-06-18,1816.658525843994,1000.0,
2025-06-19,1817.3400152285597,1000.0,
2025-06-20,1816.7839112031988,1000.0,
2025-06-21,1792.4790912027,1000.0,
2025-06-22,1761.9790942286602,1000.0,
2025-06-23,1750.178736232981,1000.0,
2025-06-24,1831.0309619080156,1000.0,
2025-06-25,1839.0908608181155,1000.0,
2025-06-26,1860.999399059842,1000.0,
2025-06-27,1856.5825380673487,1000.0,
2025-06-28,1858.2294699401436,1000.0,
2025-06-29,1862.6142604581376,1000.0,
2025-06-30,1881.0966261114054,1000.0,
2025-07-01,1859.1645551354961,1000.0,
2025-07-02,1832.797154406951,1000.0,
2025-07-03,1888.5210797652207,1000.0,
2025-07-04,1902.0182063765326,1000.0,
2025-07-05,1874.923445241446,1000.0,
2025-07-06,1877.9877251276803,1000.0,
2025-07-07,1895.3021499731042,1000.0,
2025-07-08,1879.4324013771848,1000.0,
2025-07-09,1890.755344726551,1000.0,
2025-07-10,1931.9592180966317,1000.0,
2025-07-11,2010.9559378369033,1000.0,
2025-07-12,2040.3077712847187,1000.0,
2025-07-13,2037.6688148890487,1000.0,
2025-07-14,2067.14601960025,1000.0,
2025-07-15,2079.5734073779577,1000.0,
2025-07-16,2042.1675785316475,1000.0,
2025-07-17,2060.7356196036335,1000.0,
2025-07-18,2072.83475382074,1000.0,
2025-07-19,2047.5603113870613,1000.0,
2025-07-20,2046.0449733266582,1000.0,
2025-07-21,2034.8568585361284,1000.0,
2025-07-22,2038.770997127029,1000.0,
2025-07-23,2081.69267879421,1000.0,
2025-07-24,2058.6686592907217,1000.0,
2025-07-25,2053.9029377874613,1000.0,
2025-07-26,2039.7833952492572,1000.0,
2025-07-27,2047.0500340998678,1000.0,
2025-07-28,2072.3757249670944,1000.0,
2025-07-29,2047.8094320870616,1000.0,
2025-07-30,2045.206477305629,1000.0,
2025-07-31,2044.8582197682024,1000.0,
2025-08-01,2007.8383590920268,1000.0,
2025-08-02,1965.0542694230508,1000.0,
2025-08-03,1953.2588212800126,1000.0,
2025-08-04,1981.79211862448,1000.0,
2025-08-05,1998.0973703976258,1000.0,
2025-08-06,1980.5642382770523,1000.0,
2025-08-07,1996.0740808818293,1000.0,
2025-08-08,2038.4413564653219,1000.0,
2025-08-09,2024.9902648571556,1000.0,
2025-08-10,2021.896376907978,1000.0,
2025-08-11,2069.738135492378,1000.0,
2025-08-12,2061.180517560346,1000.0,
2025-08-13,2085.974548435677,1000.0,
2025-08-14,2144.2566765708775,1000.0,
2025-08-15,2054.7907706386527,1000.0,
2025-08-16,2036.2949893010657,1000.0,
2025-08-17,2039.0963251786043,1000.0,
2025-08-18,2039.8185976168177,1000.0,
2025-08-19,2017.4942102321,1000.0,
2025-08-20,1957.1364050300588,1000.0,
2025-08-21,1982.716867648105,1000.0,
2025-08-22,1950.8205654424642,1000.0,
2025-08-23,2027.5218912730124,1000.0,
2025-08-24,2001.9377271090625,1000.0,
2025-08-25,1967.916668349579,1000.0,
2025-08-26,1912.1380863334232,1000.0,
2025-08-27,1940.8995555211668,1000.0,
2025-08-28,1930.025207384528,1000.0,
2025-08-29,1952.7502687108752,1000.0,
2025-08-30,1882.548974408104,1000.0,
2025-08-31,1887.783768347446,1000.0,
2025-09-01,1878.610596208511,1000.0,
2025-09-02,1894.390863164677,1000.0,
2025-09-03,1929.5756963281262,1000.0,
2025-09-04,1938.6229026156034,1000.0,
2025-09-05,1921.4984296649168,1000.0,
2025-09-06,1920.412856369533,1000.0,
2025-09-07,1912.55170425057,1000.0,
2025-09-08,1928.5658818716106,1000.0,
2025-09-09,1944.0652204599055,1000.0,
2025-09-10,1935.7754822310753,1000.0,
2025-09-10,1927.949456440717,1000.0,
